dataset,model,feature,importance,signed_coef
Mouse_4T1,ElasticNet,cds_G,0.04656437051783355,-0.04656437051783355
Mouse_4T1,ElasticNet,utr3_AC,0.04514526508322825,0.04514526508322825
Mouse_4T1,ElasticNet,log_tx,0.043563280938770696,0.043563280938770696
Mouse_4T1,ElasticNet,utr5_TC,0.043279543608890324,0.043279543608890324
Mouse_4T1,ElasticNet,codon_GGT,0.04314364192027966,0.04314364192027966
Mouse_4T1,ElasticNet,codon_AAA,0.04209995985925508,-0.04209995985925508
Mouse_4T1,ElasticNet,utr5_size,0.03752010788497093,0.03752010788497093
Mouse_4T1,ElasticNet,utr5_CG,0.03743776535315461,0.03743776535315461
Mouse_4T1,ElasticNet,utr5_AG,0.037160026855576976,0.037160026855576976
Mouse_4T1,ElasticNet,codon_ATA,0.03598518074324732,-0.03598518074324732
Mouse_4T1,ElasticNet,utr3_TC,0.035838895841068245,0.035838895841068245
Mouse_4T1,ElasticNet,utr3_TT,0.034378691746430906,0.034378691746430906
Mouse_4T1,ElasticNet,codon_ACC,0.03428018481057267,0.03428018481057267
Mouse_4T1,ElasticNet,codon_TTT,0.03381250453404595,-0.03381250453404595
Mouse_4T1,ElasticNet,codon_CGC,0.032420470337041894,0.032420470337041894
Mouse_4T1,ElasticNet,codon_TGT,0.03233110048335884,-0.03233110048335884
Mouse_4T1,ElasticNet,cds_AT,0.03201189763134049,0.03201189763134049
Mouse_4T1,ElasticNet,codon_CTA,0.030333590779015943,-0.030333590779015943
Mouse_4T1,ElasticNet,codon_CAT,0.030050572741449524,-0.030050572741449524
Mouse_4T1,ElasticNet,codon_CCC,0.029787061509628385,0.029787061509628385
Mouse_4T1,ElasticNet,cds_CG,0.028169841366615378,0.028169841366615378
Mouse_4T1,ElasticNet,codon_TCA,0.02761976262043987,-0.02761976262043987
Mouse_4T1,ElasticNet,codon_CAA,0.026967999733557756,-0.026967999733557756
Mouse_4T1,ElasticNet,codon_GCT,0.02564233631114708,0.02564233631114708
Mouse_4T1,ElasticNet,codon_GTG,0.025560817921828967,-0.025560817921828967
Mouse_4T1,ElasticNet,codon_GAA,0.024248132543517688,-0.024248132543517688
