dataset,model,feature,importance,signed_coef
Mouse_4T1,Lasso,log_cds,0.16607314134009832,0.16607314134009832
Mouse_4T1,Lasso,log_tx,0.16476424269049636,0.16476424269049636
Mouse_4T1,Lasso,tai,0.08439284035931521,0.08439284035931521
Mouse_4T1,Lasso,utr3_TA,0.07781660382413849,-0.07781660382413849
Mouse_4T1,Lasso,gc_full,0.06252210111846722,-0.06252210111846722
Mouse_4T1,Lasso,codon_GCC,0.056254151705378584,0.056254151705378584
Mouse_4T1,Lasso,cds_G,0.04968709176704315,-0.04968709176704315
Mouse_4T1,Lasso,utr3_G,0.04679824530881845,-0.04679824530881845
Mouse_4T1,Lasso,log_utr3,0.04628229465908978,0.04628229465908978
Mouse_4T1,Lasso,codon_GGC,0.04620193472292675,0.04620193472292675
Mouse_4T1,Lasso,uAUG_count,0.04568494804112444,-0.04568494804112444
Mouse_4T1,Lasso,utr3_CA,0.04563751787025466,-0.04563751787025466
Mouse_4T1,Lasso,codon_GGT,0.04517657512348259,0.04517657512348259
Mouse_4T1,Lasso,codon_AAG,0.04504110910198229,0.04504110910198229
Mouse_4T1,Lasso,codon_TGT,0.04318021881766469,-0.04318021881766469
Mouse_4T1,Lasso,codon_ACC,0.04296457986000895,0.04296457986000895
Mouse_4T1,Lasso,codon_CGC,0.04122406452648873,0.04122406452648873
Mouse_4T1,Lasso,codon_TTA,0.03773602453048235,-0.03773602453048235
Mouse_4T1,Lasso,utr5_TC,0.037335355346685674,0.037335355346685674
Mouse_4T1,Lasso,codon_CCC,0.03695422586276558,0.03695422586276558
Mouse_4T1,Lasso,codon_AGT,0.03424993011905566,-0.03424993011905566
Mouse_4T1,Lasso,cds_CG,0.031708685846721194,0.031708685846721194
Mouse_4T1,Lasso,utr5_AG,0.03051808847238941,0.03051808847238941
Mouse_4T1,Lasso,utr3_TT,0.02986494505121398,0.02986494505121398
Mouse_4T1,Lasso,codon_AAA,0.029718045594096843,-0.029718045594096843
Mouse_4T1,Lasso,cds_AT,0.028512110373088016,0.028512110373088016
Mouse_4T1,Lasso,codon_CCT,0.02809969567434412,0.02809969567434412
Mouse_4T1,Lasso,codon_TTT,0.028036374592400753,-0.028036374592400753
Mouse_4T1,Lasso,utr5_CG,0.027169028590490987,0.027169028590490987
Mouse_4T1,Lasso,codon_ATA,0.025134761622560682,-0.025134761622560682
Mouse_4T1,Lasso,codon_CAT,0.023299522989092717,-0.023299522989092717
Mouse_4T1,Lasso,mfe_start,0.022475095011088575,0.022475095011088575
Mouse_4T1,Lasso,codon_CAC,0.02225108043247775,-0.02225108043247775
Mouse_4T1,Lasso,codon_GTG,0.022056791615764584,-0.022056791615764584
Mouse_4T1,Lasso,codon_TGC,0.02194714681964664,-0.02194714681964664
Mouse_4T1,Lasso,codon_TCC,0.021521597424592205,0.021521597424592205
Mouse_4T1,Lasso,utr5_GG,0.020674718374686225,-0.020674718374686225
Mouse_4T1,Lasso,codon_GCT,0.02055236984144629,0.02055236984144629
Mouse_4T1,Lasso,cds_GT,0.01874173136625571,0.01874173136625571
Mouse_4T1,Lasso,codon_GAC,0.0182865044358257,-0.0182865044358257
Mouse_4T1,Lasso,codon_CTA,0.018276535627164928,-0.018276535627164928
Mouse_4T1,Lasso,cds_AG,0.017411386146317525,-0.017411386146317525
Mouse_4T1,Lasso,utr3_GG,0.017172910007913773,-0.017172910007913773
Mouse_4T1,Lasso,codon_AAC,0.016860215763717896,0.016860215763717896
Mouse_4T1,Lasso,utr3_AC,0.015636977015826968,0.015636977015826968
Mouse_4T1,Lasso,codon_GGA,0.015092297736423985,0.015092297736423985
Mouse_4T1,Lasso,cds_GA,0.014558975156914887,-0.014558975156914887
Mouse_4T1,Lasso,utr5_TT,0.014320749904738769,0.014320749904738769
Mouse_4T1,Lasso,kozak_-3_C,0.014150956949964185,-0.014150956949964185
Mouse_4T1,Lasso,cds_GG,0.01413608112048895,-0.01413608112048895
Mouse_4T1,ElasticNet,log_cds,0.17018371590431763,0.17018371590431763
Mouse_4T1,ElasticNet,log_tx,0.16096204537209235,0.16096204537209235
Mouse_4T1,ElasticNet,tai,0.13093251606375184,0.13093251606375184
Mouse_4T1,ElasticNet,utr3_TA,0.07598679612057647,-0.07598679612057647
Mouse_4T1,ElasticNet,utr3_CA,0.07581400444961074,-0.07581400444961074
Mouse_4T1,ElasticNet,gc_full,0.06558451226833557,-0.06558451226833557
Mouse_4T1,ElasticNet,cds_AA,0.06533650113141193,0.06533650113141193
Mouse_4T1,ElasticNet,cds_G,0.06072996758464255,-0.06072996758464255
Mouse_4T1,ElasticNet,codon_GCC,0.05822852150459481,0.05822852150459481
Mouse_4T1,ElasticNet,utr3_G,0.05517053255812493,-0.05517053255812493
Mouse_4T1,ElasticNet,codon_TGT,0.052187440562249415,-0.052187440562249415
Mouse_4T1,ElasticNet,utr3_GC,0.050973903990439176,0.050973903990439176
Mouse_4T1,ElasticNet,log_utr3,0.04898593742677646,0.04898593742677646
Mouse_4T1,ElasticNet,codon_CCC,0.04867334057550931,0.04867334057550931
Mouse_4T1,ElasticNet,codon_CGC,0.04762939027654698,0.04762939027654698
Mouse_4T1,ElasticNet,codon_AAA,0.04716339770712052,-0.04716339770712052
Mouse_4T1,ElasticNet,codon_GGT,0.04603793241141378,0.04603793241141378
Mouse_4T1,ElasticNet,utr3_CT,0.04566943723295675,-0.04566943723295675
Mouse_4T1,ElasticNet,uAUG_count,0.0452400408387104,-0.0452400408387104
Mouse_4T1,ElasticNet,cds_CG,0.0447688924611202,0.0447688924611202
Mouse_4T1,ElasticNet,codon_GGC,0.044446560823582976,0.044446560823582976
Mouse_4T1,ElasticNet,cds_AT,0.04395105123680184,0.04395105123680184
Mouse_4T1,ElasticNet,codon_ACC,0.043515413611834614,0.043515413611834614
Mouse_4T1,ElasticNet,utr3_AC,0.04117644698806229,0.04117644698806229
Mouse_4T1,ElasticNet,codon_TGC,0.038398721932436326,-0.038398721932436326
Mouse_4T1,ElasticNet,utr5_TC,0.03787507375707183,0.03787507375707183
Mouse_4T1,ElasticNet,codon_CCT,0.03661623029683677,0.03661623029683677
Mouse_4T1,ElasticNet,utr5_AG,0.03471703175536412,0.03471703175536412
Mouse_4T1,ElasticNet,codon_TTA,0.03434766615635003,-0.03434766615635003
Mouse_4T1,ElasticNet,utr3_TT,0.03422736146570209,0.03422736146570209
Mouse_4T1,ElasticNet,utr5_CG,0.03348170349949093,0.03348170349949093
Mouse_4T1,ElasticNet,codon_AGT,0.03225560083546663,-0.03225560083546663
Mouse_4T1,ElasticNet,utr3_TC,0.030896769243795214,0.030896769243795214
Mouse_4T1,ElasticNet,cds_GT,0.028535425767090793,0.028535425767090793
Mouse_4T1,ElasticNet,codon_TCC,0.027468761646077002,0.027468761646077002
Mouse_4T1,ElasticNet,codon_ATA,0.026726511923815314,-0.026726511923815314
Mouse_4T1,ElasticNet,codon_GTG,0.026264638989568854,-0.026264638989568854
Mouse_4T1,ElasticNet,codon_GAC,0.025468562315415597,-0.025468562315415597
Mouse_4T1,ElasticNet,codon_CAC,0.025154585381075605,-0.025154585381075605
